date,subs
2020-10-01,1187821
2020-10-02,1189456
2020-10-03,1190607
2020-10-04,1192122
2020-10-05,1193430
2020-10-06,1194662
2020-10-07,1195970
2020-10-08,1197266
2020-10-09,1198415
2020-10-10,1200177
2020-10-11,1202314
2020-10-12,1204534
2020-10-13,1206209
2020-10-14,1207962
2020-10-15,1209339
2020-10-16,1210434
2020-10-17,1212014
2020-10-18,1213194
2020-10-19,1214601
2020-10-20,1215778
2020-10-21,1217018
2020-10-22,1218602
2020-10-23,1220198
2020-10-24,1221810
2020-10-25,1223613
2020-10-26,1224589
2020-10-31,1231998
2020-11-01,1232466
2020-11-03,1237011
2020-11-05,1240146
2020-11-06,1241457
2020-11-07,1242355
2020-11-08,1243706
2020-11-09,1244785
2020-11-10,1245667
2020-11-11,1246760
2020-11-12,1248104
2020-11-13,1249286
2020-11-14,1251059
2020-11-15,1254172
2020-11-16,1255683
2020-11-17,1256880
2020-11-18,1258027
2020-11-19,1259292
2020-11-20,1260576
2020-11-21,1261534
2020-11-22,1262704
2020-11-23,1263677
2020-11-24,1264995
2020-11-25,1266149
2020-11-26,1267123
2020-11-27,1268216
2020-11-28,1269290
2020-11-29,1274601
2020-11-30,1277488
2020-12-01,1280340
2020-12-02,1280575
2020-12-04,1289014
2020-12-05,1295807
2020-12-06,1296542
2020-12-07,1305973
2020-12-09,1313257
2020-12-10,1313406
2020-12-12,1316321
2020-12-13,1317962
2020-12-14,1319723
2020-12-18,1326895
2020-12-21,1331780
2020-12-22,1333012
2020-12-23,1334224
2020-12-24,1335244
2020-12-25,1336099
2020-12-26,1337053
2020-12-27,1338196
2020-12-28,1339314
2020-12-29,1340393
2020-12-30,1341784
2020-12-31,1342891
2021-01-01,1344131
2021-01-02,1345326
2021-01-03,1346520
2021-01-04,1347819
2021-01-05,1349176
2021-01-06,1349685
2021-01-07,1350194
2021-01-08,1350533
2021-01-09,1350966
2021-01-10,1351591
2021-01-11,1352055
2021-01-12,1352572
2021-01-13,1352890
2021-01-14,1353247
2021-01-15,1353479
2021-01-18,1354181
2021-01-24,1355817
2021-01-29,1357985
2021-02-03,1360519
2021-02-04,1360834
2021-02-05,1361147
2021-02-06,1361368
2021-02-07,1361726
2021-02-08,1362163
2021-02-09,1362533
2021-02-10,1363022
2021-02-11,1363467
2021-02-12,1363896
2021-02-13,1364205
2021-02-14,1364546
2021-02-15,1365105
2021-02-16,1365987
2021-02-17,1366494
2021-02-18,1366883
2021-02-19,1367259
2021-02-20,1367599
2021-02-21,1367968
2021-02-22,1368403
2021-02-23,1368741
2021-02-24,1369051
2021-02-25,1369353
2021-02-26,1369684
2021-02-27,1370009
2021-02-28,1370351
2021-03-01,1370647
2021-03-02,1371051
2021-03-03,1371533
2021-03-04,1372220
2021-03-05,1373018
2021-03-06,1373562
2021-03-07,1374124
2021-03-08,1374749
2021-03-09,1375298
2021-03-10,1376030
2021-03-11,1376713
2021-03-12,1377940
2021-03-13,1378921
2021-03-14,1379817
2021-03-15,1380716
2021-03-16,1381558
2021-03-17,1382161
2021-03-18,1382721
2021-03-19,1383349
2021-03-20,1384179
