date,subs
2016-10-29,123045
2016-10-30,123361
2016-10-31,123677
2016-11-01,123993
2016-11-02,124309
2016-11-03,124625
2016-11-04,124941
2016-11-05,125257
2016-11-06,125573
2016-11-07,125901
2016-11-08,126143
2016-11-09,126385
2016-11-10,126628
2016-11-11,126857
2016-11-12,127089
2016-11-13,128047
2016-11-14,128393
2016-11-15,128740
2016-11-16,129092
2016-11-17,129380
2016-11-18,129754
2016-11-19,129968
2016-11-20,130183
2016-11-21,130486
2016-11-22,130789
2016-11-23,130983
2016-11-24,131178
2016-11-25,131583
2016-11-26,131988
2016-11-27,132393
2016-11-28,132780
2016-11-29,133167
2016-11-30,133612
2016-12-01,134007
2016-12-02,134402
2016-12-03,134797
2016-12-04,135194
2016-12-05,135422
2016-12-06,135680
2016-12-07,135938
2016-12-08,136196
2016-12-09,136454
2016-12-10,136712
2016-12-11,136970
2016-12-12,137228
2016-12-13,137486
2016-12-14,137744
2016-12-15,138002
2016-12-16,138260
2016-12-17,138518
2016-12-18,138776
2016-12-19,139034
2016-12-20,139292
2016-12-21,139550
2016-12-22,139808
2016-12-23,140066
2016-12-24,140324
2016-12-25,140582
2016-12-26,140840
2016-12-27,141098
2016-12-28,141356
2016-12-29,141614
2016-12-30,141874
2016-12-31,142095
2017-01-01,142399
2017-01-02,142714
2017-01-03,143007
2017-01-04,143290
2017-01-05,143589
2017-01-06,143873
2017-01-07,144148
2017-01-08,144428
2017-01-09,144721
2017-01-10,145037
2017-01-11,145318
2017-01-12,145564
2017-01-13,145831
2017-01-14,146067
2017-01-15,146317
2017-01-16,146684
2017-01-17,147041
2017-01-18,147340
2017-01-19,147631
2017-01-20,147900
2017-01-21,148141
2017-01-22,148451
2017-01-23,148825
2017-01-24,149187
2017-01-25,149479
2017-01-26,149755
2017-01-27,150015
2017-01-28,150295
2017-01-29,150623
2017-01-30,150902
2017-01-31,151151
2017-02-01,151408
2017-02-02,151740
2017-02-03,152034
2017-02-04,152282
2017-02-05,152543
2017-02-06,152830
2017-02-07,153120
2017-02-08,153438
2017-02-09,153686
2017-02-10,153943
2017-02-11,154141
2017-02-12,154400
2017-02-13,154656
2017-02-14,154908
2017-02-15,155147
2017-02-16,155434
2017-02-17,155802
2017-02-18,156039
2017-02-19,156273
2017-02-20,156731
2017-02-21,157124
2017-02-22,157491
2017-02-23,157879
2017-02-24,158319
2017-02-25,158589
2017-02-26,159057
2017-02-27,159456
2017-02-28,159876
2017-03-01,160249
2017-03-02,160616
2017-03-03,160888
2017-03-04,161152
2017-03-05,161474
2017-03-06,161787
2017-03-07,162105
2017-03-08,162485
2017-03-09,162737
2017-03-10,162848
2017-03-11,163015
2017-03-12,163065
2017-03-13,163115
2017-03-14,163268
2017-03-15,163370
2017-03-16,163440
2017-03-17,163495
2017-03-18,163567
2017-03-19,163632
2017-03-20,163733
2017-03-21,163840
2017-03-22,163994
2017-03-23,164192
2017-03-24,164037
2017-03-25,164511
2017-03-26,165721
2017-03-27,166026
2017-03-28,166229
2017-03-29,166329
2017-03-30,166429
2017-03-31,166515
2017-04-01,166681
2017-04-02,166798
2017-04-03,166871
2017-04-04,166940
2017-04-05,167103
2017-04-06,167277
2017-04-07,167389
2017-04-08,167450
2017-04-09,167994
2017-04-10,168222
2017-04-11,168362
2017-04-12,168500
2017-04-13,168615
2017-04-14,168779
2017-04-15,168902
2017-04-16,169266
2017-04-17,169535
2017-04-18,170163
2017-04-19,170372
2017-04-20,170567
2017-04-21,170647
2017-04-22,170792
2017-04-23,170895
2017-04-24,170979
2017-04-25,171056
2017-04-26,171141
2017-04-27,171287
2017-04-28,171343
2017-04-29,171536
2017-04-30,171956
2017-05-01,172199
2017-05-02,172348
2017-05-03,172427
2017-05-04,172510
2017-05-05,172591
2017-05-06,172766
2017-05-07,172850
2017-05-08,172950
2017-05-09,173443
2017-05-10,174691
2017-05-11,176033
2017-05-12,177489
2017-05-13,178763
2017-05-14,180553
2017-05-15,181931
2017-05-16,183298
2017-05-17,184651
2017-05-18,185807
2017-05-19,186873
2017-05-20,187933
2017-05-21,189342
2017-05-22,190617
2017-05-23,192258
2017-05-24,193621
2017-05-25,194907
2017-05-26,196009
2017-05-27,197267
2017-05-28,199809
2017-05-29,201378
2017-05-30,202558
2017-05-31,203141
2017-06-01,203649
2017-06-02,204069
2017-06-03,204512
2017-06-04,205003
2017-06-05,205471
2017-06-06,205949
2017-06-07,206405
2017-06-08,207028
2017-06-09,207693
2017-06-10,208498
2017-06-11,209349
2017-06-12,209976
2017-06-13,210455
2017-06-14,211076
2017-06-15,211556
2017-06-16,211975
2017-06-17,212384
2017-06-18,212819
2017-06-19,213299
2017-06-20,213716
2017-06-21,214145
2017-06-22,214575
2017-06-23,215016
2017-06-24,215582
2017-06-25,217218
2017-06-26,218435
2017-06-27,218889
2017-06-28,219241
2017-06-29,219583
2017-06-30,219831
2017-07-01,220123
2017-07-02,220451
2017-07-03,220795
2017-07-04,221077
2017-07-05,221426
2017-07-06,221694
2017-07-07,221994
2017-07-08,222331
2017-07-09,222884
2017-07-10,223272
2017-07-11,223571
2017-07-12,223859
2017-07-13,224286
2017-07-14,224713
2017-07-15,225140
2017-07-16,225567
2017-07-17,225994
2017-07-18,226426
2017-07-19,226625
2017-07-20,226985
2017-07-21,227214
2017-07-22,227454
2017-07-23,227700
2017-07-24,227955
2017-07-25,228185
2017-07-26,228404
2017-07-27,228656
2017-07-28,228873
2017-07-29,229092
2017-07-30,229993
2017-07-31,230323
2017-08-01,230585
2017-08-02,230861
2017-08-03,231069
2017-08-04,231288
2017-08-05,231499
2017-08-06,231745
2017-08-07,231968
2017-08-08,232195
2017-08-09,232437
2017-08-10,232738
2017-08-11,232920
2017-08-12,233126
2017-08-13,233340
2017-08-14,233581
2017-08-15,233809
2017-08-16,233993
2017-08-17,234191
2017-08-18,234414
2017-08-19,234933
2017-08-20,235130
2017-08-21,235319
2017-08-22,235604
2017-08-23,235816
2017-08-24,236012
2017-08-25,236236
2017-08-26,236503
2017-08-27,237026
2017-08-28,237432
2017-08-29,237726
2017-08-30,237978
2017-08-31,238240
2017-09-01,238443
2017-09-02,238837
2017-09-03,239406
2017-09-04,239749
2017-09-05,240058
2017-09-06,240485
2017-09-07,241016
2017-09-08,241373
2017-09-09,241613
2017-09-10,241945
2017-09-11,242142
2017-09-12,242310
2017-09-13,242546
2017-09-14,242825
2017-09-15,243074
2017-09-16,243420
2017-09-17,244955
2017-09-18,245482
2017-09-19,245773
2017-09-20,246071
2017-09-21,246276
2017-09-22,246462
2017-09-23,246667
2017-09-24,246947
2017-09-25,247246
2017-09-26,247464
2017-09-27,247679
2017-09-28,247881
2017-09-29,248248
2017-09-30,248632
2017-10-01,250010
2017-10-02,250378
2017-10-03,250715
2017-10-04,251163
2017-10-05,251427
2017-10-06,251983
2017-10-07,252539
2017-10-08,253072
2017-10-09,253606
2017-10-10,253829
2017-10-11,254053
2017-10-12,254240
2017-10-13,254428
2017-10-14,254799
2017-10-15,255075
2017-10-16,255273
2017-10-17,255498
2017-10-18,255705
2017-10-19,255938
2017-10-20,256346
2017-10-21,256754
2017-10-22,257163
2017-10-23,257730
2017-10-24,258092
2017-10-25,258402
2017-10-26,258750
2017-10-27,259014
2017-10-28,259331
2017-10-29,260056
2017-10-30,260511
2017-10-31,260800
2017-11-01,261105
2017-11-02,261333
2017-11-03,261577
2017-11-04,261915
2017-11-05,262253
2017-11-06,262591
2017-11-07,262918
2017-11-08,263245
2017-11-09,263572
2017-11-10,263899
2017-11-11,264226
2017-11-12,264555
2017-11-13,264970
2017-11-14,265287
2017-11-15,265654
2017-11-16,266118
2017-11-17,266334
2017-11-18,266644
2017-11-19,267047
2017-11-20,267377
2017-11-21,267670
2017-11-22,268044
2017-11-23,268442
2017-11-24,268690
2017-11-25,268935
2017-11-26,269593
2017-11-27,269972
2017-11-28,270223
2017-11-29,270555
2017-11-30,270772
2017-12-01,270953
2017-12-02,271138
2017-12-03,271304
2017-12-04,271482
2017-12-05,271642
2017-12-06,271852
2017-12-07,272154
2017-12-08,272418
2017-12-09,272722
2017-12-10,273107
2017-12-11,273403
2017-12-12,273741
2017-12-13,274088
2017-12-14,274428
2017-12-15,274722
2017-12-16,274996
2017-12-17,275337
2017-12-18,275672
2017-12-19,275984
2017-12-20,276232
2017-12-21,276752
2017-12-22,277007
2017-12-23,277311
2017-12-24,277641
2017-12-25,277943
2017-12-26,278286
2017-12-27,278621
2017-12-28,278983
2017-12-29,279255
2017-12-30,279755
2017-12-31,280174
2018-01-01,280553
2018-01-02,280968
2018-01-03,281366
2018-01-04,281727
2018-01-05,282156
2018-01-06,282746
2018-01-07,283155
2018-01-08,283526
2018-01-09,283874
2018-01-10,284251
2018-01-11,284689
2018-01-12,285032
2018-01-13,285425
2018-01-14,285801
2018-01-15,286150
2018-01-16,286466
2018-01-17,286971
2018-01-18,287437
2018-01-19,287782
2018-01-20,288140
2018-01-21,288475
2018-01-22,288778
2018-01-23,289092
2018-01-24,289406
2018-01-25,289666
2018-01-26,289850
2018-01-27,290123
2018-01-28,290353
2018-01-29,290564
2018-01-30,290775
2018-01-31,291013
2018-02-01,291192
2018-02-02,291329
2018-02-03,291529
2018-02-04,291707
2018-02-05,291923
2018-02-06,292133
2018-02-07,292313
2018-02-08,292506
2018-02-09,292708
2018-02-10,292842
2018-02-11,293226
2018-02-12,293409
2018-02-13,293604
2018-02-14,293815
2018-02-15,294107
2018-02-16,294277
2018-02-17,294432
2018-02-18,294689
2018-02-19,295570
2018-02-20,295966
2018-02-21,296201
2018-02-22,296537
2018-02-23,296843
2018-02-24,297149
2018-02-25,297455
2018-02-26,297761
2018-02-27,298067
2018-03-14,302014
2018-03-15,302184
2018-03-16,302422
2018-03-17,302595
2018-03-18,302823
2018-03-19,303153
2018-03-20,303447
2018-03-21,303756
2018-03-22,304268
2018-03-23,305056
2018-03-24,306238
2018-03-25,306302
2018-03-26,307617
2018-03-27,308154
2018-03-28,308733
2018-03-29,309272
2018-03-30,309822
2018-03-31,310434
2018-04-01,311039
2018-04-02,311682
2018-04-03,312225
2018-04-04,312601
2018-04-05,313089
2018-04-06,313936
2018-04-07,314572
2018-04-08,316762
2018-04-09,318053
2018-04-10,318764
2018-04-11,319467
2018-04-12,320230
2018-04-13,320787
2018-04-14,321396
2018-04-15,323182
2018-04-16,324132
2018-04-17,324872
2018-04-18,325380
2018-04-19,325972
2018-04-20,326444
2018-04-21,327094
2018-04-22,327833
2018-04-23,328469
2018-04-24,329141
2018-04-25,329600
2018-04-26,330115
2018-04-27,330748
2018-04-28,331573
2018-04-29,333776
2018-04-30,335687
2018-05-01,336705
2018-05-02,337774
2018-05-03,338431
2018-05-04,339043
2018-05-05,339702
2018-05-06,340550
2018-05-07,341204
2018-05-08,341873
2018-05-09,342495
2018-05-10,343177
2018-05-11,343946
2018-05-12,344595
2018-05-13,345575
2018-05-14,346439
2018-05-15,347016
2018-05-16,347674
2018-05-17,348274
2018-05-18,348834
2018-05-19,349471
2018-05-20,350160
2018-05-21,350860
2018-05-22,351468
2018-05-23,351967
2018-05-24,352762
2018-05-25,353397
2018-05-26,354123
2018-05-27,355270
2018-05-28,357332
2018-05-29,357736
2018-05-30,358481
2018-05-31,359326
2018-06-01,360328
2018-06-02,361094
2018-06-03,361787
2018-06-04,362014
2018-06-05,363355
2018-06-06,364016
2018-06-07,364706
2018-06-08,365472
2018-06-09,366280
2018-06-10,367237
2018-06-11,368091
2018-06-12,368975
2018-06-13,369749
2018-06-14,370337
2018-06-15,371018
2018-06-16,371807
2018-06-17,372514
2018-06-18,373258
2018-06-19,374111
2018-06-20,374870
2018-06-21,375424
2018-06-22,376082
2018-06-23,376707
2018-06-24,377597
2018-06-25,378622
2018-06-26,379446
2018-06-27,380266
2018-06-28,380958
2018-06-29,381656
2018-06-30,382192
2018-07-01,383102
2018-07-02,383898
2018-07-03,384618
2018-07-04,385461
2018-07-05,386219
2018-07-06,386870
2018-07-07,387896
2018-07-08,389282
2018-07-09,390440
2018-07-10,391101
2018-07-11,392068
2018-07-12,392884
2018-07-13,393610
2018-07-14,394411
2018-07-15,395297
2018-07-16,396059
2018-07-17,396664
2018-07-18,397310
2018-07-19,397938
2018-07-20,398736
2018-07-21,399739
2018-07-22,400742
2018-07-23,401661
2018-07-24,402714
2018-07-25,403509
2018-07-26,404152
2018-07-27,404851
2018-07-28,405427
2018-07-29,406735
2018-07-30,407714
2018-07-31,408393
2018-08-01,409022
2018-08-02,409658
2018-08-03,410387
2018-08-04,410761
2018-08-05,411083
2018-08-06,411270
2018-08-07,411446
2018-08-08,411601
2018-08-09,411787
2018-08-10,411890
2018-08-11,411956
2018-08-12,412157
2018-08-13,412306
2018-08-14,412636
2018-08-15,412801
2018-08-16,412994
2018-08-17,413091
2018-08-18,413245
2018-08-19,413408
2018-08-20,413633
2018-08-21,413769
2018-08-22,413900
2018-08-23,414069
2018-08-24,414259
2018-08-25,414469
2018-08-26,415012
2018-08-27,415466
2018-08-28,415742
2018-08-29,416012
2018-08-30,416666
2018-08-31,417332
2018-09-01,418529
2018-09-02,419730
2018-09-03,420857
2018-09-04,421494
2018-09-06,422808
2018-09-07,423487
2018-09-08,423975
2018-09-09,424613
2018-09-10,425444
2018-09-24,437013
2018-09-25,437694
2018-09-26,438315
2018-09-27,438914
2018-09-28,439537
2018-09-29,440364
2018-09-30,441667
2018-10-01,442562
2018-10-02,443274
2018-10-03,443971
2018-10-04,444550
2018-10-05,445343
2018-10-06,446447
2018-10-07,447579
2018-10-08,448233
2018-10-09,448872
2018-10-10,449500
2018-10-11,450105
2018-10-12,450604
2018-10-13,451177
2018-10-14,452137
2018-10-15,452727
2018-10-16,453233
2018-10-17,454151
2018-10-18,454896
2018-10-19,455556
2018-10-20,456340
2018-10-21,458183
2018-10-22,459735
2018-10-23,460997
2018-10-24,461695
2018-10-25,462336
2018-10-26,462888
2018-10-27,463459
2018-10-28,464755
2018-10-29,465734
2018-10-30,466524
2018-10-31,467317
2018-11-01,468012
2018-11-02,468729
2018-11-03,469540
2018-11-04,470315
2018-11-05,470845
2018-11-06,471525
2018-11-07,471953
2018-11-08,472423
2018-11-09,472892
2018-11-10,473400
2018-11-11,474458
2018-11-12,475594
2018-11-13,476182
2018-11-14,476610
2018-11-15,476775
2018-11-16,476888
2018-11-17,476989
2018-11-18,477408
2018-11-19,477657
2018-11-20,477819
2018-11-21,477982
2018-11-22,478216
2018-11-23,478437
2018-11-24,478498
2018-11-25,478860
2018-11-26,479271
2018-11-27,479570
2018-11-28,479799
2018-11-29,480004
2018-11-30,480182
2018-12-01,480311
2018-12-02,480465
2018-12-03,480484
2018-12-04,480651
2018-12-05,480825
2018-12-06,480975
2018-12-07,481256
2018-12-08,481404
2018-12-09,481542
2018-12-10,481699
2018-12-11,481865
2018-12-12,481979
2018-12-13,482058
2018-12-14,482195
2018-12-15,482307
2018-12-16,482477
2018-12-17,482701
2018-12-18,482970
2018-12-19,483118
2018-12-20,483250
2018-12-21,483368
2018-12-22,483567
2018-12-23,483669
2018-12-24,483773
2018-12-25,483869
2018-12-26,484028
2018-12-27,484180
2018-12-28,484295
2018-12-29,484446
2018-12-30,484559
2018-12-31,484693
2019-01-01,484810
2019-01-02,484921
2019-01-03,485075
2019-01-04,485208
2019-01-05,485328
2019-01-06,485443
2019-01-07,485654
2019-01-08,485778
2019-01-09,485972
2019-01-10,486166
2019-01-11,486609
2019-01-12,486773
2019-01-13,486973
2019-01-14,487168
2019-01-15,487720
2019-01-16,487904
2019-01-17,488078
2019-01-18,488237
2019-01-19,488309
2019-01-20,488429
2019-01-21,488602
2019-01-22,488793
2019-01-23,488965
2019-01-24,489127
2019-01-25,489243
2019-01-26,489349
2019-01-27,489469
2019-01-28,489596
2019-01-29,489751
2019-01-30,489895
2019-01-31,490011
2019-02-01,490227
2019-02-02,490441
2019-02-03,490597
2019-02-04,490766
2019-02-05,490966
2019-02-06,491142
2019-02-07,491432
2019-02-08,491649
2019-02-09,491853
2019-02-10,492100
2019-02-11,492462
2019-02-12,492938
2019-02-13,493404
2019-02-14,493776
2019-02-15,494135
2019-02-16,494365
2019-02-17,494673
2019-02-18,495365
2019-02-19,496031
2019-02-20,496633
2019-02-21,497283
2019-02-22,497740
2019-02-23,498028
2019-02-24,498281
2019-02-25,498486
2019-02-26,498754
2019-02-27,499011
2019-02-28,499276
2019-03-01,499512
2019-03-02,499729
2019-03-03,499971
2019-03-04,500434
2019-03-05,500714
2019-03-06,500918
2019-03-07,501161
2019-03-08,501470
2019-03-09,502148
2019-03-10,503192
2019-03-11,504644
2019-03-12,505810
2019-03-13,507083
2019-03-14,508719
2019-03-15,510247
2019-03-16,512674
2019-03-17,516671
2019-03-18,518463
2019-03-19,519455
2019-03-20,520183
2019-03-21,520883
2019-03-22,521492
2019-03-23,522036
2019-03-24,522768
2019-03-25,523444
2019-03-26,524022
2019-03-27,524589
2019-03-28,525082
2019-03-29,525788
2019-03-30,527309
2019-03-31,530815
2019-04-01,532912
2019-04-02,533906
2019-04-03,534527
2019-04-04,535109
2019-04-05,535544
2019-04-06,535927
2019-04-07,536491
2019-04-08,536954
2019-04-09,537412
2019-04-10,537792
2019-04-11,538418
2019-04-12,539002
2019-04-13,539518
2019-04-14,540546
2019-04-15,541263
2019-04-16,541742
2019-04-17,542104
2019-04-18,542414
2019-04-19,542754
2019-04-20,543051
2019-04-21,543429
2019-04-22,543758
2019-04-23,544033
2019-04-24,544321
2019-04-25,544639
2019-04-26,545300
2019-04-27,545988
2019-04-28,547169
2019-04-29,547867
2019-04-30,548265
2019-05-01,548694
2019-05-02,549007
2019-05-03,549285
2019-05-04,549524
2019-05-05,549838
2019-05-06,550107
2019-05-07,550372
2019-05-08,550616
2019-05-09,550909
2019-05-10,551232
2019-05-11,553099
2019-05-12,554340
2019-05-13,554880
2019-05-14,555451
2019-05-15,555822
2019-05-16,556148
2019-05-17,556631
2019-05-18,557106
2019-05-19,557364
2019-05-20,557591
2019-05-21,558416
2019-05-22,560026
2019-05-23,560484
2019-05-24,560974
2019-05-25,561687
2019-05-26,563027
2019-05-27,563868
2019-05-28,564340
2019-05-29,564700
2019-05-30,564955
2019-05-31,565239
2019-06-01,565498
2019-06-02,565756
2019-06-03,565992
2019-06-04,566248
2019-06-05,566476
2019-06-06,566715
2019-06-07,566944
2019-06-08,567596
2019-06-09,569839
2019-06-10,572120
2019-06-11,572672
2019-06-12,573165
2019-06-13,573508
2019-06-14,573801
2019-06-15,574180
2019-06-16,574545
2019-06-17,574849
2019-06-18,575233
2019-06-19,575502
2019-06-20,575999
2019-06-21,576549
2019-06-22,576813
2019-06-23,577691
2019-06-24,578627
2019-06-25,579021
2019-06-26,579342
2019-06-27,580177
2019-06-28,580561
2019-06-29,581282
2019-06-30,583333
2019-07-01,584499
2019-07-02,585280
2019-07-03,586029
2019-07-04,586851
2019-07-05,587500
2019-07-06,588184
2019-07-07,588803
2019-07-08,589557
2019-07-09,590319
2019-07-10,591095
2019-07-11,591959
2019-07-12,592847
2019-07-13,593787
2019-07-14,595963
2019-07-15,597811
2019-07-16,598687
2019-07-17,599448
2019-07-18,600106
2019-07-19,600917
2019-07-20,601553
2019-07-21,602402
2019-07-22,603166
2019-07-23,603911
2019-07-24,604629
2019-07-25,605439
2019-07-26,606295
2019-07-27,607254
2019-07-28,610177
2019-07-29,613448
2019-07-30,614551
2019-07-31,615612
2019-08-01,616576
2019-08-02,617456
2019-08-03,619033
2019-08-04,621123
2019-08-05,622463
2019-08-06,623467
2019-08-07,624284
2019-08-08,625105
2019-08-09,625855
2019-08-10,626597
2019-08-11,627477
2019-08-12,629145
2019-08-13,630022
2019-08-14,630663
2019-08-15,631378
2019-08-16,632163
2019-08-17,632862
2019-08-18,633621
2019-08-19,634359
2019-08-20,635043
2019-08-21,635730
2019-08-22,636472
2019-08-23,637157
2019-08-24,637806
2019-08-25,638451
2019-08-26,639232
2019-08-27,639879
2019-08-28,640443
2019-08-29,641209
2019-08-30,641952
2019-08-31,643483
2019-09-01,646118
2019-09-02,647431
2019-09-03,648275
2019-09-04,649087
2019-09-05,650175
2019-09-06,650991
2019-09-07,653695
2019-09-08,656456
2019-09-09,657915
2019-09-10,658870
2019-09-11,659655
2019-09-12,660561
2019-09-13,661254
2019-09-14,661989
2019-09-15,662826
2019-09-16,663673
2019-09-17,664274
2019-09-18,664941
2019-09-19,665799
2019-09-20,666608
2019-09-21,667597
2019-09-22,669876
2019-09-23,671149
2019-09-24,671943
2019-09-25,672702
2019-09-26,673396
2019-09-27,674042
2019-09-28,674831
2019-09-29,677223
2019-09-30,678671
2019-10-01,679318
2019-10-02,680017
2019-10-03,680710
2019-10-04,681333
2019-10-05,681804
2019-10-06,682420
2019-10-07,682983
2019-10-08,683565
2019-10-09,684161
2019-10-10,684663
2019-10-11,685221
2019-10-12,685762
2019-10-13,687059
2019-10-14,687970
2019-10-15,688804
2019-10-16,689457
2019-10-17,690214
2019-10-18,690788
2019-10-19,691416
2019-10-20,691998
2019-10-21,692522
2019-10-22,693026
2019-10-23,693569
2019-10-24,694028
2019-10-25,694509
2019-10-26,695157
2019-10-27,696166
2019-10-28,697086
2019-10-29,697749
2019-10-30,698325
2019-10-31,698956
2019-11-01,699593
2019-11-02,700152
2019-11-03,701229
2019-11-04,702685
2019-11-05,703380
2019-11-06,703978
2019-11-07,704548
2019-11-08,705097
2019-11-09,705685
2019-11-10,706210
2019-11-11,706719
2019-11-12,707200
2019-11-13,707659
2019-11-14,708196
2019-11-15,708583
2019-11-16,708936
2019-11-17,710960
2019-11-18,713356
2019-11-19,714381
2019-11-20,715126
2019-11-21,715962
2019-11-22,716629
2019-11-23,717235
2019-11-24,718004
2019-11-25,718760
2019-11-26,719435
2019-11-27,719974
2019-11-28,720576
2019-11-29,721218
2019-11-30,721798
2019-12-01,723469
2019-12-02,724694
2019-12-03,725350
2019-12-04,726101
2019-12-05,726808
2019-12-06,727419
2019-12-07,728124
2019-12-08,729032
2019-12-09,729748
2019-12-10,730566
2019-12-11,731452
2019-12-12,732189
2019-12-13,732845
2019-12-14,733558
2019-12-15,734295
2019-12-16,734825
2019-12-17,735580
2019-12-18,736170
2019-12-19,736793
2019-12-20,737460
2019-12-21,738274
2019-12-22,738841
2019-12-23,739498
2019-12-24,740070
2019-12-25,740817
2019-12-26,741563
2019-12-27,742259
2019-12-28,742986
2019-12-29,743732
2019-12-30,744314
2019-12-31,745021
2020-01-01,745810
2020-01-02,746446
2020-01-03,747205
2020-01-04,748161
2020-01-05,748983
2020-01-06,749934
2020-01-07,751225
2020-01-08,752032
2020-01-09,752887
2020-01-10,753558
2020-01-11,754237
2020-01-12,755144
2020-01-13,755947
2020-01-14,756858
2020-01-15,757588
2020-01-16,758435
2020-01-17,759189
2020-01-18,760120
2020-01-19,760911
2020-01-20,761515
2020-01-21,762309
2020-01-22,763152
2020-01-23,763900
2020-01-24,764578
2020-01-25,765202
2020-01-26,766154
2020-01-27,766715
2020-01-28,767307
2020-01-29,768191
2020-01-30,769110
2020-01-31,769982
2020-02-01,770826
2020-02-02,771036
2020-02-03,772294
2020-02-04,772908
2020-02-05,773728
2020-02-06,774696
2020-02-07,775476
2020-02-08,776210
2020-02-09,777264
2020-02-10,778146
2020-02-11,778991
2020-02-12,780269
2020-02-13,781281
2020-02-14,782244
2020-02-15,783539
2020-02-16,784699
2020-02-17,786271
2020-02-18,787354
2020-02-19,788903
2020-02-20,790605
2020-02-21,792457
2020-02-22,793613
2020-02-23,794863
2020-02-24,796101
2020-02-25,797223
2020-02-26,798588
2020-02-27,799673
2020-02-28,800970
2020-02-29,802615
2020-03-01,804175
2020-03-02,805802
2020-03-03,807267
2020-03-04,809039
2020-03-05,810529
2020-03-06,812029
2020-03-07,813663
2020-03-08,815250
2020-03-09,816779
2020-03-10,818354
2020-03-11,819773
2020-03-12,823366
2020-03-13,825492
2020-03-14,826801
2020-03-15,828188
2020-03-16,829232
2020-03-17,830324
2020-03-18,831539
2020-03-19,832723
2020-03-20,833947
2020-03-21,835284
2020-03-22,836658
2020-03-23,837800
2020-03-24,839212
2020-03-25,840430
2020-03-26,841470
2020-03-27,842853
2020-03-28,844363
2020-03-29,845541
2020-03-30,846653
2020-03-31,848103
2020-04-01,849541
2020-04-02,850701
2020-04-03,852339
2020-04-04,854584
2020-04-05,856477
2020-04-06,857974
2020-04-07,859229
2020-04-08,860630
2020-04-09,861869
2020-04-10,863209
2020-04-11,864382
2020-04-12,865718
2020-04-13,867113
2020-04-14,868100
2020-04-15,869414
2020-04-16,870511
2020-04-17,871608
2020-04-18,872966
2020-04-19,874110
2020-04-20,875184
2020-04-21,876199
2020-04-22,877407
2020-04-23,878770
2020-04-24,879920
2020-04-25,881266
2020-04-26,882431
2020-04-27,883592
2020-04-28,884561
2020-04-29,885901
2020-04-30,887291
2020-05-01,888371
2020-05-02,890096
2020-05-03,891231
2020-05-04,892470
2020-05-05,893752
2020-05-06,895014
2020-05-07,896288
2020-05-08,897452
2020-05-09,898596
2020-05-10,899886
2020-05-11,900914
2020-05-12,903615
2020-05-13,906276
2020-05-14,909532
2020-05-15,911452
2020-05-16,912889
2020-05-17,914893
2020-05-18,916360
2020-05-19,917901
2020-05-20,919044
2020-05-21,920372
2020-05-22,921781
2020-05-23,923124
2020-05-24,924693
2020-05-25,926771
2020-05-26,928075
2020-05-27,929533
2020-05-28,930811
2020-05-29,932196
2020-05-30,933226
2020-05-31,934691
2020-06-01,936000
2020-06-02,937401
2020-06-03,939078
2020-06-04,940583
2020-06-05,941769
2020-06-06,942926
2020-06-07,944447
2020-06-08,945807
2020-06-09,947110
2020-06-10,948260
2020-06-11,949337
2020-06-12,950393
2020-06-13,951393
2020-06-14,952743
2020-06-15,953890
2020-06-16,955242
2020-06-17,956424
2020-06-18,957700
2020-06-19,959003
2020-06-20,959984
2020-06-21,961080
2020-06-22,962309
2020-06-23,963424
2020-06-24,964876
2020-06-25,966033
2020-06-26,967271
2020-06-27,968408
2020-06-28,969625
2020-06-29,971000
2020-06-30,972280
2020-07-01,973736
2020-07-02,975229
2020-07-03,977567
2020-07-04,980562
2020-07-05,986686
2020-07-06,990327
2020-07-07,993048
2020-07-08,995298
2020-07-09,996940
2020-07-10,999301
2020-07-11,1002746
2020-07-12,1008129
2020-07-13,1011359
2020-07-14,1013428
2020-07-15,1015301
2020-07-16,1017375
2020-07-17,1019935
2020-07-18,1023365
2020-07-19,1027496
2020-07-20,1030837
2020-07-21,1033436
2020-07-22,1035922
2020-07-23,1038054
2020-07-24,1040149
2020-07-25,1042279
2020-07-26,1044229
2020-07-27,1047085
2020-07-28,1049044
2020-07-29,1050773
2020-07-30,1053018
2020-07-31,1056313
2020-08-01,1058849
2020-08-02,1063095
2020-08-03,1066462
2020-08-04,1068621
2020-08-05,1070984
2020-08-06,1072808
2020-08-07,1077566
2020-08-08,1080606
2020-08-09,1084905
2020-08-10,1088053
2020-08-11,1090290
2020-08-12,1092079
2020-08-13,1093938
2020-08-14,1095615
2020-08-15,1097014
2020-08-16,1100144
2020-08-17,1102557
2020-08-18,1104297
2020-08-19,1106229
2020-08-20,1107824
2020-08-21,1109986
2020-08-22,1111801
2020-08-23,1113701
2020-08-24,1115088
2020-08-25,1116609
2020-08-26,1117962
2020-08-27,1119723
2020-08-28,1121426
2020-08-29,1123609
2020-08-30,1126292
2020-08-31,1127728
2020-09-01,1129888
2020-09-02,1131726
2020-09-03,1133498
2020-09-04,1135102
2020-09-05,1137239
2020-09-06,1142094
2020-09-07,1145098
2020-09-08,1147179
2020-09-09,1149083
2020-09-10,1151502
2020-09-11,1153721
2020-09-15,1162888
2020-09-18,1169090
2020-09-22,1174111
2020-09-25,1178527
2020-09-29,1185452
2020-09-30,1186544
